"prt";"aasta";"kord";"mxkord";"kordev";"rinnv";"puu";"pl";"asim";"kaug";"d";"h";"rikked";"raadius";"hp";"v"
153;2014;4;4;4;"1";260;"KS";182;16,2;9,3;13,7;NA;20;15,8776361992263;0,0504046779922364
153;2014;4;4;4;"1";261;"KS";175;13,4;9,3;14,5;NA;20;15,8776361992263;0,0504046779922364
153;2014;4;4;4;"1";262;"KS";175,5;13,5;9,3;NA;NA;20;15,8776361992263;0,0504046779922364
153;2014;4;4;4;"2";263;"KS";176,5;14,4;5,3;NA;NA;20;NA;NA
153;2014;4;4;4;"2";264;"KU";180;16,9;6,75;5,7;NA;20;NA;NA
153;2014;4;4;4;"1";265;"KS";179,5;18,4;10,45;NA;NA;20;16,5242582402768;0,0661723652952591
153;2014;4;4;4;"2";266;"KS";180,5;18,2;5,75;NA;NA;20;NA;NA
153;2014;4;4;4;"1";267;"KS";183;17,8;11,9;15,9;NA;20;17,1993852036941;0,0891175860355536
153;2014;4;4;4;"1";268;"KS";189,5;16,3;6,7;NA;NA;20;13,8694223345872;0,0226653695073117
153;2014;4;4;4;"2";269;"KS";182;13,6;5,2;NA;NA;20;NA;NA
153;2014;4;4;4;"1";270;"KS";184;13,6;12,1;NA;NA;20;17,2824505740861;0,0925508323649935
153;2014;4;4;4;"2";271;"KS";183,5;14,8;5,45;NA;NA;20;NA;NA
153;2014;4;4;4;"2";272;"KU";184,5;15,5;5,85;NA;NA;20;NA;NA
153;2014;4;4;4;"2";273;"KS";184;16,1;6,25;NA;NA;20;NA;NA
153;2014;4;4;4;"2";274;"KU";201;6,6;7,95;NA;NA;20;NA;NA
153;2014;4;4;4;"2";275;"KS";201;6,9;4,95;NA;NA;20;NA;NA
153;2014;4;4;4;"2";276;"KU";194;6,8;6;NA;NA;20;NA;NA
153;2014;4;4;4;"2";277;"KU";193;6,8;8,25;9,1;NA;20;NA;NA
153;2014;4;4;4;"1";278;"KS";182;12,1;9;NA;NA;20;15,689018052832;0,0466446358079044
153;2014;4;4;4;"1";279;"KS";200;11,1;8,15;NA;NA;20;15,1010130840177;0,0367842816908243
153;2014;4;4;4;"1";280;"KU";200;12,9;10,35;NA;NA;20;9,85214401875546;0,0453437850303728
153;2014;4;4;4;"1";281;"KS";207;13,8;6,1;NA;NA;20;13,2509703490808;0,0178170328001688
153;2014;4;4;4;"1";282;"KS";207;16,4;14,25;NA;NA;20;18,0547169441977;0,133569785540893
153;2014;4;4;4;"1";283;"KS";207,5;17,1;15,3;NA;NA;20;18,3663036685037;0,156337550028193
153;2014;4;4;4;"1";284;"KS";210;17,8;7,15;NA;NA;20;14,2876888902622;0,0266830568942914
153;2014;4;4;4;"2";285;"KU";204;18,5;8,9;NA;NA;20;NA;NA
153;2014;4;4;4;"1";286;"KS";203,5;19,1;6,45;NA;NA;20;13,6207355791607;0,0205746555820607
153;2014;4;4;4;"1";287;"KS";205;19,6;10,6;NA;NA;20;16,6006782038789;0,0683874628669121
153;2014;4;4;4;"1";288;"KS";204,5;20;6,15;NA;NA;20;13,3054195902581;0,0181988901045528
153;2014;4;4;4;"1";289;"KS";205,5;19,5;7,5;NA;NA;20;14,5892934003995;0,0300343127419498
153;2014;4;4;4;"1";290;"KS";194;19,4;9,1;NA;NA;20;15,7529051848164;0,0478817490735532
153;2014;4;4;4;"1";291;"KS";194,5;19,3;11,1;18,2;NA;20;16,843841086257;0,0760353194240331
153;2014;4;4;4;"1";292;"KS";195;19,5;7,35;NA;NA;20;14,4624282964419;0,0285737893739887
153;2014;4;4;4;"1";293;"RE";199,5;18;11,7;15,6;NA;20;19,0994310451033;0,0980053922651714
153;2014;4;4;4;"2";294;"KU";199,5;18,3;6,9;NA;NA;20;NA;NA
153;2014;4;4;4;"2";295;"KU";250;3,8;12,85;NA;"10K";20;NA;NA
153;2014;4;4;4;"2";296;"KU";210;7,3;10,65;NA;NA;20;NA;NA
153;2014;4;4;4;"2";297;"KU";210;9,5;5,25;NA;NA;20;NA;NA
153;2014;4;4;4;"2";298;"KU";210,5;10,7;5;NA;NA;20;NA;NA
153;2014;4;4;4;"2";299;"KU";203;12,6;6,45;NA;NA;20;NA;NA
153;2014;4;4;4;"2";300;"KS";210;12,9;4,4;NA;NA;20;NA;NA
153;2014;4;4;4;"1";301;"KS";214;15,7;11,1;18,9;NA;20;16,843841086257;0,0760353194240331
153;2014;4;4;4;"1";302;"RE";215,5;16,3;11,75;NA;NA;20;19,1561809477084;0,0990992451612505
153;2014;4;4;4;"2";303;"KU";216;17,1;5,8;NA;NA;20;NA;NA
153;2014;4;4;4;"1";304;"KU";220;16,6;12,3;NA;"10K";20;11,5405051062208;0,0727062742067932
153;2014;4;4;4;"1";305;"KS";224;16,6;16,95;21,6;NA;20;18,7899042207224;0,195743481024912
153;2014;4;4;4;"2";306;"KS";223,5;14,9;5,35;NA;NA;20;NA;NA
153;2014;4;4;4;"2";307;"KU";222;18,9;8;NA;"10N";20;NA;NA
153;2014;4;4;4;"1";308;"KS";221;18,8;21,45;NA;NA;20;19,6549783250617;0,325759275361166
153;2014;4;4;4;"1";309;"KS";223,5;15,1;16,9;NA;NA;20;18,778097188108;0,194484202509832
153;2014;4;4;4;"2";310;"KU";218;9,4;9,65;NA;NA;20;NA;NA
153;2014;4;4;4;"2";311;"KU";222;10,1;8,2;NA;NA;20;NA;NA
153;2014;4;4;4;"2";312;"KU";218;11;9,45;NA;NA;20;NA;NA
153;2014;4;4;4;"2";313;"KU";216;11,5;8,65;NA;NA;20;NA;NA
153;2014;4;4;4;"2";314;"KU";220;11,9;8,65;NA;NA;20;NA;NA
153;2014;4;4;4;"2";315;"KU";222;12,2;8,7;NA;NA;20;NA;NA
153;2014;4;4;4;"1";316;"KS";221;11,5;7,65;NA;NA;20;14,7127237482006;0,0315312579041505
153;2014;4;4;4;"1";317;"KS";225;10,6;6,35;NA;NA;20;13,5177462357274;0,0197666093097154
153;2014;4;4;4;"2";318;"KS";225,5;9,3;5,2;NA;NA;20;NA;NA
153;2014;4;4;4;"2";319;"KS";228;9,8;4,85;NA;NA;20;NA;NA
153;2014;4;4;4;"1";320;"KS";228,5;10;8,3;NA;NA;20;15,2110172791668;0,0384391941546356
153;2014;4;4;4;"2";321;"KS";229;12;4,95;NA;NA;20;NA;NA
153;2014;4;4;4;"1";322;"KS";228;15,2;6,95;NA;NA;20;14,1062414637604;0,024857013845783
153;2014;4;4;4;"2";323;"KS";231;15;5,95;NA;NA;20;NA;NA
153;2014;4;4;4;"2";324;"KU";232;13,3;6,85;NA;NA;20;NA;NA
153;2014;4;4;4;"2";325;"KU";215;6,3;7,55;7,8;NA;20;NA;NA
153;2014;4;4;4;"2";326;"KU";239;10,2;9,7;NA;NA;20;NA;NA
153;2014;4;4;4;"2";327;"KU";235;11,9;5,35;NA;NA;20;NA;NA
153;2014;4;4;4;"1";328;"KS";238;12,2;12,1;18,3;NA;20;17,2824505740861;0,0925508323649935
153;2014;4;4;4;"2";329;"KS";334;15,8;4,5;NA;NA;20;NA;NA
153;2014;4;4;4;"2";330;"KS";235;16,2;6,15;NA;NA;20;NA;NA
153;2014;4;4;4;"2";331;"KU";233;16,1;11,5;NA;NA;20;NA;NA
153;2014;4;4;4;"2";332;"KU";237;15,2;13,85;NA;NA;20;NA;NA
153;2014;4;4;4;"1";333;"KS";238;15,2;6,25;13,5;NA;20;13,4126612482915;0,0189746898511448
153;2014;4;4;4;"2";334;"KU";240;16;7,65;NA;"10N";20;NA;NA
153;2014;4;4;4;"1";335;"KS";241;16,5;17,25;NA;NA;20;18,859524473987;0,203384681790393
153;2014;4;4;4;"2";336;"KS";245;18,3;6,8;NA;NA;20;NA;NA
153;2014;4;4;4;"1";337;"KS";249;18,9;11,75;NA;NA;20;17,1356240054068;0,0865853594551969
153;2014;4;4;4;"1";338;"KS";250;18,9;12,65;NA;NA;20;17,5000388325786;0,102327869888846
153;2014;4;4;4;"1";339;"KS";251;14,5;10,6;NA;NA;20;16,6006782038789;0,0683874628669121
153;2014;4;4;4;"2";340;"KU";249,5;14,2;9,45;10,4;"10N";20;NA;NA
153;2014;4;4;4;"1";341;"KS";249;12,1;10,65;NA;NA;20;16,6257841313086;0,0691339570274905
153;2014;4;4;4;"2";342;"KU";243;12,2;8,75;NA;NA;20;NA;NA
153;2014;4;4;4;"2";343;"KU";244;10;7,6;NA;NA;20;NA;NA
153;2014;4;4;4;"2";344;"KU";242;8,8;8,25;NA;NA;20;NA;NA
153;2014;4;4;4;"2";345;"KU";247;8,7;6,9;NA;NA;20;NA;NA
153;2014;4;4;4;"1";346;"KU";265;18,9;16,85;15;NA;20;14,8317627739609;0,167795085315718
153;2014;4;4;4;"1";347;"KU";272;18,8;14,85;NA;NA;20;13,4892356250601;0,120430224286525
153;2014;4;4;4;"1";348;"KU";285;15,3;15,85;NA;"10N";20;14,1795295013511;0,142998754614808
153;2014;4;4;4;"2";349;"KU";291;14,5;9,3;NA;NA;20;NA;NA
153;2014;4;4;4;"1";350;"KU";306;17,2;20,7;NA;NA;20;17,0303299281144;0,284562871426192
153;2014;4;4;4;"1";351;"KU";304;18,3;15,8;16,5;NA;20;14,1459389127745;0,141817689448245
153;2014;4;4;4;"2";352;"KU";314;14,9;13,85;NA;NA;20;NA;NA
153;2014;4;4;4;"1";353;"KU";317;16,9;15,45;NA;NA;20;13,9081150725633;0,133705860407857
153;2014;4;4;4;"1";354;"KS";323;19,1;12,25;NA;NA;20;17,3433343351541;0,0951684786237524
153;2014;4;4;4;"1";355;"KS";327;17,8;15;NA;NA;20;18,2809714427453;0,149649264119638
153;2014;4;4;4;"1";356;"KU";328;14,4;19,15;16,6;NA;20;16,2004389553712;0,233439087951338
153;2014;4;4;4;"1";357;"KS";330;18,6;13,7;NA;NA;20;17,8759534007458;0,122360297449961
153;2014;4;4;4;"2";358;"KS";345;13,6;7,5;NA;NA;20;NA;NA
153;2014;4;4;4;"2";359;"KS";346;13,9;7,8;NA;NA;20;NA;NA
153;2014;4;4;4;"2";360;"KS";346;13,5;9,8;NA;NA;20;NA;NA
153;2014;4;4;4;"2";361;"KS";355;13,8;10,65;14,3;NA;20;NA;NA
153;2014;4;4;4;"2";362;"KU";354;18,3;12,2;NA;NA;20;NA;NA
188;1999;1;4;4;"2";1;"SA";15;3;7,65;9,1;NA;15;NA;NA
188;2004;2;4;4;"2";1;"SA";15;3;9,1;12,4;NA;15;NA;NA
188;2009;3;4;4;"2";1;"SA";15;3;10,3;14,5;NA;15;NA;NA
188;2014;4;4;4;"2";1;"SA";15;3;10,7;11,5;NA;20;NA;NA
188;1999;1;4;4;"1";2;"KS";1;6,9;23,6;21,1;NA;15;21,5239623897771;0,429539594594386
188;2004;2;4;4;"1";2;"KS";1;6,9;24,2;21,9;NA;15;22,8585420804495;0,478353714918993
188;2009;3;4;4;"1";2;"KS";1;6,9;24,15;22,3;NA;15;24,2449962140121;0,50430698997634
188;2014;4;4;4;"1";2;"KS";1;6,9;22,85;22,5;NA;20;23,524573260315;0,439180953672402
188;1999;1;4;4;"1";3;"LM";8;10,2;19,6;NA;NA;15;19,8112626244027;0,283358669118625
188;2004;2;4;4;"1";3;"LM";8;10,2;20,55;NA;NA;15;21,1144580669921;0,330575473955309
188;2009;3;4;4;"1";3;"LM";8;10,2;21,6;NA;NA;15;22,5952791539291;0,389330584265035
188;2014;4;4;4;"1";3;"LM";8;10,2;23,45;NA;NA;20;22,1112322128305;0,449705693589597
188;1999;1;4;4;"1";4;"KS";9;12,4;18,6;NA;NA;15;20,4361760714156;0,255278734077721
188;2004;2;4;4;"1";4;"KS";9;12,4;18,95;NA;NA;15;22,1616463835588;0,286642295894339
188;2009;3;4;4;"1";4;"KS";9;12,4;19,2;NA;NA;15;22,9808295060997;0,304746521892312
188;2014;4;4;4;"1";4;"KS";9;12,4;19,1;NA;NA;20;22,5486376711225;0,29608947229729
188;1999;1;4;4;"1";5;"LM";1,5;13,2;21,25;21,6;NA;15;19,9431737546406;0,335055495698311
188;2004;2;4;4;"1";5;"LM";1,5;13,2;21,55;23,1;NA;15;21,3271408390581;0,366985379424131
188;2009;3;4;4;"1";5;"LM";1,5;13,2;22,75;23,3;NA;15;22,651430518426;0,433004153130448
188;2014;4;4;4;"1";5;"LM";1,5;13,2;23,15;23,8;NA;20;22,0744002948239;0,437564735730229
188;1999;1;4;3;"2";6;"SA";6;14,6;10,8;NA;NA;15;NA;NA
188;2004;2;4;3;"2";6;"SA";6;14,6;13,1;NA;NA;15;NA;NA
188;2009;3;4;3;"2";6;"SA";6;14,6;13,85;NA;NA;15;NA;NA
188;2014;4;4;3;"S";6;"SA";6;14,6;NA;NA;NA;20;NA;NA
188;1999;1;4;4;"1";7;"LM";32;12,3;13,6;NA;NA;15;19,0849087376433;0,132137743042705
188;2004;2;4;4;"1";7;"LM";32;12,3;13,85;NA;NA;15;19,0665214747218;0,136899321771296
188;2009;3;4;4;"1";7;"LM";32;12,3;14;NA;NA;15;22,0044883378279;0,159263580264749
188;2014;4;4;4;"1";7;"LM";32;12,3;14,5;NA;NA;20;20,4492151888865;0,159816491599842
188;1999;1;4;4;"2";8;"KS";37;10,2;9,1;NA;NA;15;NA;NA
188;2004;2;4;4;"2";8;"KS";37;10,2;9,2;NA;NA;15;NA;NA
188;2009;3;4;4;"2";8;"KS";37;10,2;9,15;NA;NA;15;NA;NA
188;2014;4;4;4;"2";8;"KS";37;10,2;9,25;NA;NA;20;NA;NA
188;1999;1;4;4;"1";9;"KS";45;12,4;16,4;NA;NA;15;19,7874788822436;0,192963862425979
188;2004;2;4;4;"1";9;"KS";45;12,4;16,75;NA;NA;15;21,7542689336319;0,220808983143418
188;2009;3;4;4;"1";9;"KS";45;12,4;17;NA;NA;15;22,2301611992169;0,232222814946405
188;2014;4;4;4;"1";9;"KS";45;12,4;16,45;NA;NA;20;21,6454529219792;0,212053552068475
188;1999;1;4;3;"1";10;"LM";45;13,3;13,75;17,5;NA;15;19,1101340568177;0,135215622010422
188;2004;2;4;3;"1";10;"LM";45;13,3;13,65;15;NA;15;18,9812545871559;0,132457870840971
188;2009;3;4;3;"1";10;"LM";45;13,3;13,45;NA;NA;15;21,9372504489812;0,146560631702895
188;2014;4;4;3;"T";10;"LM";45;13,3;NA;9,6;NA;20;NA;NA
188;1999;1;4;4;"1";11;"HB";56;11,9;36,9;NA;NA;15;32,4519229333995;1,61877673351802
188;2004;2;4;4;"1";11;"HB";56;11,9;40,1;NA;NA;15;33,1730563030454;1,95526126966397
188;2009;3;4;4;"1";11;"HB";56;11,9;43,5;NA;NA;15;33,8422033354171;2,34861853560984
188;2014;4;4;4;"1";11;"HB";56;11,9;44,15;NA;NA;20;27,2660467692329;1,95811262590521
188;1999;1;4;4;"1";12;"KS";58;11,9;19,3;NA;NA;15;20,6167648125343;0,276945858301126
188;2004;2;4;4;"1";12;"KS";58;11,9;20,15;NA;NA;15;22,3499251817425;0,326161661389351
188;2009;3;4;4;"1";12;"KS";58;11,9;19,8;NA;NA;15;23,1617759689341;0,32625187098656
188;2014;4;4;4;"1";12;"KS";58;11,9;20,25;NA;NA;20;22,8797656242353;0,336958084995168
188;1999;1;4;4;"1";13;"HB";61;10,4;37,1;25,3;NA;15;32,4999490868216;1,63884965202828
188;2004;2;4;4;"1";13;"HB";61;10,4;39,95;27,1;NA;15;33,141375511682;1,93875820454794
188;2009;3;4;4;"1";13;"HB";61;10,4;41,65;29;NA;15;33,4893471980009;2,13000259574846
188;2014;4;4;4;"1";13;"HB";61;10,4;42,65;29,2;"44";20;26,7669114034602;1,79421738039412
188;1999;1;4;4;"2";14;"KS";46;8,7;14;NA;NA;15;NA;NA
188;2004;2;4;4;"2";14;"KS";46;8,7;14,2;NA;NA;15;NA;NA
188;2009;3;4;4;"2";14;"KS";46;8,7;14,3;NA;NA;15;NA;NA
188;2014;4;4;4;"2";14;"KS";46;8,7;14,4;NA;NA;20;NA;NA
188;1999;1;4;4;"2";15;"KU";36;7,6;17,1;11,1;"10T";15;NA;NA
188;2004;2;4;4;"2";15;"KU";36;7,6;17,6;12,3;"10N";15;NA;NA
188;2009;3;4;4;"2";15;"KU";36;7,6;18,1;13,1;"10N";15;NA;NA
188;2014;4;4;4;"2";15;"KU";36;7,6;20,25;12,9;"10N";20;NA;NA
188;1999;1;4;4;"1";16;"KS";30,5;8;18,95;21;NA;15;20,5278555265057;0,266001253480309
188;2004;2;4;4;"1";16;"KS";30,5;8;19,05;22,8;NA;15;22,1781518049475;0,289838241064458
188;2009;3;4;4;"1";16;"KS";30,5;8;19,5;23,5;NA;15;23,0724440347631;0,315406693238992
188;2014;4;4;4;"1";16;"KS";30,5;8;19,8;21,5;NA;20;22,7539716592266;0,320648710024807
188;1999;1;4;4;"1";17;"KS";28;8,1;16,7;NA;NA;15;19,8840934282857;0,200944939725288
188;2004;2;4;4;"1";17;"KS";28;8,1;17,8;NA;NA;15;21,9599218628726;0,251160932498048
188;2009;3;4;4;"1";17;"KS";28;8,1;18,4;NA;NA;15;22,7246820814648;0,277223717995249
188;2014;4;4;4;"1";17;"KS";28;8,1;18,5;NA;NA;20;22,3625676764195;0,275824260151673
188;1999;1;4;4;"1";18;"KS";29;8,5;16,8;NA;NA;15;19,9156766330175;0,203641529483892
188;2004;2;4;4;"1";18;"KS";29;8,5;17,25;NA;NA;15;21,8549785298556;0,235018947861558
188;2009;3;4;4;"1";18;"KS";29;8,5;17,6;NA;NA;15;22,4498296287015;0,251015946484353
188;2014;4;4;4;"1";18;"KS";29;8,5;17,85;NA;NA;20;22,1495846990271;0,254688374264508
188;1999;1;4;4;"2";19;"KS";30;5,3;9,3;11,8;NA;15;NA;NA
188;2004;2;4;4;"2";19;"KS";30;5,3;9,3;12,9;NA;15;NA;NA
188;2009;3;4;4;"2";19;"KS";30;5,3;9,35;12,7;NA;15;NA;NA
188;2014;4;4;4;"2";19;"KS";30;5,3;9,35;13,4;NA;20;NA;NA
188;1999;1;4;4;"1";20;"KS";42,5;5,7;20,35;20,2;NA;15;20,8680654271959;0,311112378399714
188;2004;2;4;4;"1";20;"KS";42,5;5,7;20,95;24,9;NA;15;22,4645578147531;0,353923682500087
188;2009;3;4;4;"1";20;"KS";42,5;5,7;20,85;24,8;NA;15;23,4576340518565;0,365667183690901
188;2014;4;4;4;"1";20;"KS";42,5;5,7;21;23,9;NA;20;23,0794364233283;0,365047147397942
188;1999;1;4;4;"1";21;"LM";85;7,5;16,7;17,4;NA;15;19,5207232375204;0,203068615118809
188;2004;2;4;4;"1";21;"LM";85;7,5;17,1;19,4;NA;15;20,2239656739105;0,21993909779821
188;2009;3;4;4;"1";21;"LM";85;7,5;16,8;NA;NA;15;22,2815751923779;0,232191008939221
188;2014;4;4;4;"1";21;"LM";85;7,5;16,6;NA;NA;20;20,9798342459387;0,21440862216847
188;1999;1;4;4;"1";22;"LM";85;7,9;21,75;17,7;NA;15;19,9794132119965;0,351582542365326
188;2004;2;4;4;"1";22;"LM";85;7,9;22,25;22,5;NA;15;21,466266305477;0,393634742782711
188;2009;3;4;4;"1";22;"LM";85;7,9;23,5;23,2;NA;15;22,6851848362478;0,462741839994372
188;2014;4;4;4;"1";22;"LM";85;7,9;24,8;18,7;NA;20;22,2669031483104;0,506422496072127
188;1999;1;4;4;"1";23;"HB";86;11,4;45,5;24,6;NA;15;34,1964869726137;2,5972755811319
188;2004;2;4;4;"1";23;"HB";86;11,4;47,1;28,6;NA;15;34,4615610486191;2,80541914477969
188;2009;3;4;4;"1";23;"HB";86;11,4;48,65;31,9;NA;15;34,704189440582;3,01487556068491
188;2014;4;4;4;"1";23;"HB";86;11,4;48,1;29,3;NA;20;28,4833833233073;2,4271425925231
188;1999;1;4;4;"2";24;"KU";96;10,5;17,2;NA;"10T";15;NA;NA
188;2004;2;4;4;"2";24;"KU";96;10,5;20,8;NA;"10N";15;NA;NA
188;2009;3;4;4;"2";24;"KU";96;10,5;23;NA;"10T";15;NA;NA
188;2014;4;4;4;"2";24;"KU";96;10,5;24,4;NA;"10T";20;NA;NA
188;1999;1;4;4;"1";25;"LM";95,5;11,5;20,9;21,5;NA;15;19,9168334337253;0,323724941044266
188;2004;2;4;4;"1";25;"LM";95,5;11,5;21,6;19,3;NA;15;21,33733372233;0,368857151663328
188;2009;3;4;4;"1";25;"LM";95,5;11,5;22,15;19,3;NA;15;22,6228369673256;0,409927331363956
188;2014;4;4;4;"1";25;"LM";95,5;11,5;22,3;24;NA;20;21,9651754955881;0,40407909306228
188;1999;1;4;4;"1";26;"LM";113;14;24,9;NA;NA;15;20,1758736004078;0,46491618112474
188;2004;2;4;4;"1";26;"LM";113;14;25,85;NA;NA;15;22,0775770482268;0,545823659502504
188;2009;3;4;4;"1";26;"LM";113;14;27,2;NA;NA;15;22,8252177056622;0,623948014734026
188;2014;4;4;4;"1";26;"LM";113;14;28,4;NA;NA;20;22,6151857644936;0,674331145918139
188;1999;1;4;4;"1";27;"LM";124;14,7;13,1;NA;NA;15;18,9970262010083;0,122138251090619
188;2004;2;4;4;"1";27;"LM";124;14,7;13,25;NA;NA;15;18,804753274143;0,123806837403789
188;2009;3;4;4;"1";27;"LM";124;14,7;13,65;NA;NA;15;21,9622934263484;0,151118265841537
188;2014;4;4;4;"1";27;"LM";124;14,7;13,8;NA;NA;20;20,2418127385603;0,143445146929307
188;1999;1;4;4;"1";28;"KS";124;10,7;24,25;NA;NA;15;21,6369053809359;0,455524595303536
188;2004;2;4;4;"1";28;"KS";124;10,7;25,2;NA;NA;15;22,9608914827286;0,520400446622451
188;2009;3;4;4;"1";28;"KS";124;10,7;24,85;NA;NA;15;24,3890221684501;0,536596087371338
188;2014;4;4;4;"1";28;"KS";124;10,7;25,65;NA;NA;20;24,0931475533749;0,564509655104993
188;1999;1;4;4;"2";29;"KU";114;8,3;18,2;NA;"10T";15;NA;NA
188;2004;2;4;4;"2";29;"KU";114;8,3;19,9;NA;"10T";15;NA;NA
188;2009;3;4;4;"2";29;"KU";114;8,3;20,6;NA;"10T";15;NA;NA
188;2014;4;4;4;"2";29;"KU";114;8,3;21,35;NA;"10T";20;NA;NA
188;1999;1;4;3;"2";30;"SA";119;7,2;13,7;11,1;NA;15;NA;NA
188;2004;2;4;3;"2";30;"SA";119;7,2;14,45;13;NA;15;NA;NA
188;2009;3;4;3;"2";30;"SA";119;7,2;14,55;NA;"2";15;NA;NA
188;2014;4;4;3;"S";30;"SA";119;7,2;NA;NA;NA;20;NA;NA
188;1999;1;4;4;"1";31;"LM";106;3;20,25;21,1;NA;15;19,8656424124955;0,303203291886067
188;2004;2;4;4;"1";31;"LM";106;3;21,3;22;NA;15;21,2755648699128;0,357699782498968
188;2009;3;4;4;"1";31;"LM";106;3;22,05;22,9;NA;15;22,6179252323166;0,40614283952076
188;2014;4;4;4;"1";31;"LM";106;3;23,9;24,2;NA;20;22,1649016831963;0,468232644584155
188;1999;1;4;4;"1";32;"KS";135,5;5,4;25,3;23,6;NA;15;21,8086863618606;0,499119914718413
188;2004;2;4;4;"1";32;"KS";135,5;5,4;25,6;25;NA;15;22,9997611453133;0,537714645518795
188;2009;3;4;4;"1";32;"KS";135,5;5,4;26;25,1;NA;15;24,6111325112284;0,591831880882263
188;2014;4;4;4;"1";32;"KS";135,5;5,4;27;25,1;NA;20;24,3307182641714;0,630585955215557
188;1999;1;4;4;"2";33;"KS";160;5,4;13,6;16,6;NA;15;NA;NA
188;2004;2;4;4;"2";33;"KS";160;5,4;13,65;21,7;NA;15;NA;NA
188;2009;3;4;4;"2";33;"KS";160;5,4;13,7;17,9;NA;15;NA;NA
188;2014;4;4;4;"2";33;"KS";160;5,4;13,75;16,3;NA;20;NA;NA
188;1999;1;4;3;"2";34;"KS";163;5,3;12,05;15,1;NA;15;NA;NA
188;2004;2;4;3;"2";34;"KS";163;5,3;12,15;20,3;NA;15;NA;NA
188;2009;3;4;3;"2";34;"KS";163;5,3;12;16,4;NA;15;NA;NA
188;2014;4;4;3;"S";34;"KS";163;5,3;NA;NA;NA;20;NA;NA
188;1999;1;4;4;"2";35;"KS";163;5,8;11,45;13,2;NA;15;NA;NA
188;2004;2;4;4;"2";35;"KS";163;5,8;11,3;15,9;NA;15;NA;NA
188;2009;3;4;4;"2";35;"KS";163;5,8;11,35;14,2;NA;15;NA;NA
188;2014;4;4;4;"2";35;"KS";163;5,8;11,45;NA;NA;20;NA;NA
188;1999;1;4;4;"1";36;"KS";147;7,9;18,5;23;"6K";15;20,4094550679211;0,252255945360316
188;2004;2;4;4;"1";36;"KS";147;7,9;20,05;25,1;"6N";15;22,3350140753151;0,322771045964416
188;2009;3;4;4;"1";36;"KS";147;7,9;20,35;26,9;"6T";15;23,3198974992968;0,346615261881298
188;2014;4;4;4;"1";36;"KS";147;7,9;21,9;24,1;"6T";20;23,3038825443541;0,400250473742623
188;1999;1;4;4;"1";37;"KS";149;8,2;18,7;NA;NA;15;20,4626603339494;0,25831965048764
188;2004;2;4;4;"1";37;"KS";149;8,2;19,9;NA;NA;15;22,3123933553121;0,317718305101796
188;2009;3;4;4;"1";37;"KS";149;8,2;21;NA;NA;15;23,4978914741844;0,371483010992718
188;2014;4;4;4;"1";37;"KS";149;8,2;22,1;NA;NA;20;23,3516708433388;0,40829516474686
188;1999;1;4;4;"1";38;"KS";154;10,4;20,95;NA;NA;15;21,0021089177311;0,331533774157208
188;2004;2;4;4;"1";38;"KS";154;10,4;21,65;NA;NA;15;22,558527634887;0,379144547723794
188;2009;3;4;4;"1";38;"KS";154;10,4;22,85;NA;NA;15;23,9577403590416;0,447016755847602
188;2014;4;4;4;"1";38;"KS";154;10,4;22,85;NA;NA;20;23,524573260315;0,439180953672402
188;1999;1;4;4;"1";39;"KS";150;11,7;28,45;NA;"6N";15;22,2568391730457;0,641911373183961
188;2004;2;4;4;"1";39;"KS";150;11,7;29,9;NA;"6N";15;23,3562033261215;0,741724621334145
188;2009;3;4;4;"1";39;"KS";150;11,7;31,9;NA;"6T";15;25,5278178622732;0,918033826252593
188;2014;4;4;4;"1";39;"KS";150;11,7;33;NA;"6T";20;25,17727621584;0,96874759648828
188;1999;1;4;4;"1";40;"KS";155;15;23,15;20,9;NA;15;21,4425783802777;0,411999061578236
188;2004;2;4;4;"1";40;"KS";155;15;24,5;22,3;NA;15;22,8900552665106;0,490781919295406
188;2009;3;4;4;"1";40;"KS";155;15;24,9;24;NA;15;24,3990444647269;0,538941040835722
188;2014;4;4;4;"1";40;"KS";155;15;24,6;23,6;NA;20;23,8929218234749;0,515658527004827
188;1999;1;4;4;"1";41;"LM";170;14,3;19,6;NA;NA;15;19,8112626244027;0,283358669118625
188;2004;2;4;4;"1";41;"LM";170;14,3;20,3;NA;NA;15;21,0585193952851;0,321778131249744
188;2009;3;4;4;"1";41;"LM";170;14,3;21,5;NA;NA;15;22,5901224433321;0,385642962464144
188;2014;4;4;4;"1";41;"LM";170;14,3;23,1;NA;NA;20;22,0681772304478;0,43555760201575
188;1999;1;4;2;"1";42;"LM";179;14,2;14,55;NA;NA;15;19,2365992647035;0,15223931370033
188;2004;2;4;2;"1";42;"LM";179;14,2;14,6;NA;NA;15;19,3698335924271;0,154243977991978
188;2009;3;4;2;"T";42;"LM";179;14,2;NA;NA;NA;15;NA;NA
188;2014;4;4;2;"T";42;"LM";179;14,2;NA;NA;NA;20;NA;NA
188;1999;1;4;4;"1";43;"SA";190;11,5;29,15;NA;NA;15;22,5965508260193;0,799378176808901
188;2004;2;4;4;"1";43;"SA";190;11,5;33,1;NA;NA;15;25,3644531945028;1,12503369918379
188;2009;3;4;4;"1";43;"SA";190;11,5;35,3;NA;NA;15;27,6650661303432;1,37279807313705
188;2014;4;4;4;"1";43;"SA";190;11,5;35,4;NA;NA;20;25,6607123816273;1,29183094320301
