"prt";"aasta";"kord";"mxkord";"kordev";"rinnv";"puu";"pl";"asim";"kaug";"d";"h";"rikked";"raadius";"hp";"v"
112;2004;2;5;4;"1";15;"LM";14;16,6;13,2;20,8;NA;20;19,5529227601573;0,127243324770286
112;2009;3;5;4;"1";15;"LM";14;16,6;13,65;21,9;NA;20;20,5558708684761;0,142314489076686
112;2014;4;5;4;"1";15;"LM";14;16,6;13,55;NA;NA;20;22,6039158838105;0,152861972285547
112;2019;5;5;4;"T";15;"LM";14;16,6;NA;8;NA;20;NA;NA
112;1999;1;5;5;"1";16;"KS";11;15,9;15,1;NA;NA;20;19,8784275940408;0,164732285724609
112;2004;2;5;5;"1";16;"KS";11;15,9;15,7;NA;NA;20;21,3149438548589;0,190558339524808
112;2009;3;5;5;"1";16;"KS";11;15,9;16,25;NA;NA;20;22,1333140372259;0,21161616241243
112;2014;4;5;5;"1";16;"KS";11;15,9;16,2;NA;NA;20;22,8414578151012;0,216976919881512
112;2019;5;5;5;"1";16;"KS";11;15,9;16,5;NA;NA;20;23,874559186494;0,234955804601446
112;1999;1;5;2;"1";17;"KS";17;11,2;11,45;NA;NA;20;17,8027522003068;0,0855292307571642
112;2004;2;5;2;"1";17;"KS";17;11,2;11,55;NA;NA;20;18,9249847845684;0,0925757103948947
112;2009;3;5;2;"T";17;"KS";17;11,2;NA;NA;NA;20;NA;NA
112;2014;4;5;2;"T";17;"KS";17;11,2;NA;NA;NA;20;NA;NA
112;2019;5;5;2;"M";17;"KS";17;11,2;NA;NA;NA;20;NA;NA
112;1999;1;5;5;"1";18;"LM";24;12,7;22,85;NA;NA;20;20,3062296914109;0,393964979896968
112;2004;2;5;5;"1";18;"LM";24;12,7;24,1;NA;NA;20;21,8306047671602;0,469296245715445
112;2009;3;5;5;"1";18;"LM";24;12,7;25,8;NA;NA;20;23,0348042871556;0,566167510686181
112;2014;4;5;5;"1";18;"LM";24;12,7;27,25;NA;NA;20;26,6802415339095;0,727418405728833
112;2019;5;5;5;"1";18;"LM";24;12,7;28,5;NA;NA;20;30,7741632815448;0,913821637743774
112;1999;1;5;5;"1";19;"KS";22,5;15,7;22,75;NA;NA;20;22,4631583222585;0,416361735696633
112;2004;2;5;5;"1";19;"KS";22,5;15,7;24,65;NA;NA;20;24,1899408947581;0,523946288826702
112;2009;3;5;5;"1";19;"KS";22,5;15,7;27,6;NA;NA;20;25,5855826991102;0,691242372372623
112;2014;4;5;5;"1";19;"KS";22,5;15,7;29,2;NA;NA;20;30,2344087900026;0,907644818935491
112;2019;5;5;5;"1";19;"KS";22,5;15,7;31,45;NA;NA;20;31,9658230079339;1,10870708668311
112;1999;1;5;5;"1";20;"KS";23;18,6;15,95;21,3;NA;20;20,2588637493306;0,186956319473226
112;2004;2;5;5;"1";20;"KS";23;18,6;16,75;22,7;NA;20;21,7754659451935;0,221020662409385
112;2009;3;5;5;"1";20;"KS";23;18,6;17,9;23,3;NA;20;22,8472363198323;0,263998796598222
112;2014;4;5;5;"1";20;"KS";23;18,6;18,3;23,4;NA;20;24,480215480733;0,295018550000603
112;2019;5;5;5;"1";20;"KS";23;18,6;18,7;24,4;NA;20;25,5829436010946;0,32138799126786
112;1999;1;5;5;"1";21;"LM";30;18;15,7;NA;NA;20;18,8517092886599;0,173924824481533
112;2004;2;5;5;"1";21;"LM";30;18;15,85;NA;NA;20;20,3536636442327;0,19010892292005
112;2009;3;5;5;"1";21;"LM";30;18;16,15;NA;NA;20;21,327080897611;0,206032358951273
112;2014;4;5;5;"1";21;"LM";30;18;16,3;NA;NA;20;23,8675242773722;0,232940456518447
112;2019;5;5;5;"1";21;"LM";30;18;16,6;NA;NA;20;25,8640713781672;0,260462259548316
112;1999;1;5;4;"1";22;"KS";40;19,2;14,65;NA;NA;20;19,6637630844411;0,153545645150235
112;2004;2;5;4;"1";22;"KS";40;19,2;15,15;NA;NA;20;21,0545428842915;0,175517483552372
112;2009;3;5;4;"1";22;"KS";40;19,2;15,2;NA;NA;20;21,618841213679;0,181345061915805
112;2014;4;5;4;"1";22;"KS";40;19,2;15,3;NA;NA;20;22,0610511677908;0,187413677142506
112;2019;5;5;4;"T";22;"KS";40;19,2;NA;13,8;NA;20;NA;NA
112;1999;1;5;5;"1";23;"KS";38,5;16,4;18,8;NA;NA;20;21,3364290712272;0,271924757174545
112;2004;2;5;5;"1";23;"KS";38,5;16,4;20,7;NA;NA;20;23,1696071822205;0,356197903905346
112;2009;3;5;5;"1";23;"KS";38,5;16,4;21,35;NA;NA;20;24,0522201525526;0,392571513021369
112;2014;4;5;5;"1";23;"KS";38,5;16,4;24;NA;NA;20;27,9413617640774;0,571651284008463
112;2019;5;5;5;"1";23;"KS";38,5;16,4;25,6;NA;NA;20;29,6008610115101;0,686388282003399
112;1999;1;5;5;"1";24;"KS";37,5;11,5;23,65;NA;NA;20;22,6762102246766;0,453611614244045
112;2004;2;5;5;"1";24;"KS";37,5;11,5;25,45;NA;NA;20;24,3640742070755;0,561891153331389
112;2009;3;5;5;"1";24;"KS";37,5;11,5;28,3;NA;NA;20;25,7213840410703;0,72997546383637
112;2014;4;5;5;"1";24;"KS";37,5;11,5;31,2;28,5;NA;20;30,9630313869704;1,05827303995906
112;2019;5;5;5;"1";24;"KS";37,5;11,5;33;31,5;NA;20;32,4842859457094;1,23807072043138
112;1999;1;5;5;"1";25;"LM";46,5;9,1;16,8;20;NA;20;19,1434572467783;0,201853963769024
112;2004;2;5;5;"1";25;"LM";46,5;9,1;17,3;22,1;NA;20;20,7018334904269;0,230017660545738
112;2009;3;5;5;"1";25;"LM";46,5;9,1;18,35;22,3;NA;20;21,8543492356286;0,272159798229878
112;2014;4;5;5;"1";25;"LM";46,5;9,1;19,2;26,8;NA;20;24,8735365177759;0,336514484872583
112;2019;5;5;5;"1";25;"LM";46,5;9,1;19,55;30,9;NA;20;27,5029036667894;0,383785555506161
112;1999;1;5;3;"2";26;"KS";39,5;7,4;9,6;13,4;NA;20;NA;NA
112;2004;2;5;3;"2";26;"KS";39,5;7,4;9,65;14,8;NA;20;NA;NA
112;2009;3;5;3;"2";26;"KS";39,5;7,4;9,75;15,6;NA;20;NA;NA
112;2014;4;5;3;"T";26;"KS";39,5;7,4;NA;NA;NA;20;NA;NA
112;2019;5;5;3;"M";26;"KS";39,5;7,4;NA;NA;NA;20;NA;NA
112;1999;1;5;3;"2";27;"KS";36;6,2;10,65;16,4;NA;20;NA;NA
112;2004;2;5;3;"2";27;"KS";36;6,2;10,9;16,5;NA;20;NA;NA
112;2009;3;5;3;"2";27;"KS";36;6,2;12,45;16,5;"21";20;NA;NA
112;2014;4;5;3;"M";27;"KS";36;6,2;NA;NA;NA;20;NA;NA
112;2019;5;5;3;"M";27;"KS";36;6,2;NA;NA;NA;20;NA;NA
112;1999;1;5;3;"2";28;"KS";44;2,1;11,25;17,5;NA;20;NA;NA
112;2004;2;5;3;"2";28;"KS";44;2,1;11,35;13,8;NA;20;NA;NA
112;2009;3;5;3;"2";28;"KS";44;2,1;10,35;NA;NA;20;NA;NA
112;2014;4;5;3;"T";28;"KS";44;2,1;NA;NA;NA;20;NA;NA
112;2019;5;5;3;"M";28;"KS";44;2,1;NA;NA;NA;20;NA;NA
112;1999;1;5;2;"1";29;"LM";48;6,7;11,95;18,7;NA;20;17,5383334887957;0,0948375408436838
112;2004;2;5;2;"1";29;"LM";48;6,7;12,5;19,4;NA;20;19,2947667806248;0,112806994620162
112;2009;3;5;2;"T";29;"LM";48;6,7;NA;NA;NA;20;NA;NA
112;2014;4;5;2;"T";29;"LM";48;6,7;NA;NA;NA;20;NA;NA
112;2019;5;5;2;"T";29;"LM";48;6,7;NA;6,5;NA;20;NA;NA
112;1999;1;5;5;"1";30;"LM";57,5;7,3;14,6;19,4;NA;20;18,523816009274;0,148144317675962
112;2004;2;5;5;"1";30;"LM";57,5;7,3;15,2;21,2;NA;20;20,1792303219239;0,173484865540908
112;2009;3;5;5;"1";30;"LM";57,5;7,3;15,35;22,8;NA;20;21,1034955860042;0,184321230289181
112;2014;4;5;5;"1";30;"LM";57,5;7,3;15,8;25;NA;20;23,6640355166537;0,217069950869753
112;2019;5;5;5;"1";30;"LM";57,5;7,3;16,05;25,7;NA;20;25,5110567202297;0,240260576970619
112;1999;1;5;5;"1";31;"LM";59,5;7,4;15,35;19,7;NA;20;18,7516053512079;0,165489014111351
112;2004;2;5;5;"1";31;"LM";59,5;7,4;15,85;20,6;NA;20;20,3536636442327;0,19010892292005
112;2009;3;5;5;"1";31;"LM";59,5;7,4;17,05;21,9;NA;20;21,556978831657;0,231945596777992
112;2014;4;5;5;"1";31;"LM";59,5;7,4;17,45;26,3;NA;20;24,2992856895709;0,27165878411706
112;2019;5;5;5;"1";31;"LM";59,5;7,4;17,9;28,9;NA;20;26,6352380199769;0,311691861501961
112;1999;1;5;5;"2";32;"PN";64,5;7,7;9,4;10,1;NA;20;NA;NA
112;2004;2;5;5;"2";32;"PN";64,5;7,7;10,1;11,4;NA;20;NA;NA
112;2009;3;5;5;"2";32;"PN";64,5;7,7;11,05;12,6;NA;20;NA;NA
112;2014;4;5;5;"2";32;"PN";64,5;7,7;11,9;12;NA;20;NA;NA
112;2019;5;5;5;"2";32;"PN";64,5;7,7;12,75;13,9;NA;20;NA;NA
112;1999;1;5;5;"1";33;"PN";62;6;10,55;11,1;NA;20;12,0078623790053;0,0484895029029432
112;2004;2;5;5;"1";33;"PN";62;6;11,2;12,3;NA;20;12,6921476147475;0,0579424484637924
112;2009;3;5;5;"1";33;"PN";62;6;12,3;13,7;NA;20;13,7931415726736;0,0761299305402185
112;2014;4;5;5;"1";33;"PN";62;6;12,95;15,8;NA;20;14,4109299086055;0,0881986540286318
112;2019;5;5;5;"1";33;"PN";62;6;14,7;18,1;NA;20;15,959817272722;0,125694121608727
112;1999;1;5;5;"1";34;"LM";265,5;5,6;20,25;19,8;NA;20;19,8803782255261;0,303413189128615
112;2004;2;5;5;"1";34;"LM";265,5;5,6;22,25;21,1;NA;20;21,5846704072115;0,395683315802535
112;2009;3;5;5;"1";34;"LM";265,5;5,6;24,15;23,1;NA;20;22,8299366497529;0,491715076504655
112;2014;4;5;5;"1";34;"LM";265,5;5,6;27,35;27,8;NA;20;26,6967960703576;0,733232348205074
112;2019;5;5;5;"1";34;"LM";265,5;5,6;28,9;29,7;NA;20;30,8813376094784;0,943016021429079
112;1999;1;5;5;"1";35;"KS";53,5;9;14,3;19,5;NA;20;19,489928044033;0,145121861403489
112;2004;2;5;5;"1";35;"KS";53,5;9;15,1;20,5;NA;20;21,0301636108674;0,174181327713388
112;2009;3;5;5;"1";35;"KS";53,5;9;15,6;21,2;NA;20;21,8209473253755;0,192596213624127
112;2014;4;5;5;"1";35;"KS";53,5;9;15,6;23,6;NA;20;22,326860598879;0,197010701486346
112;2019;5;5;5;"1";35;"KS";53,5;9;15,7;NA;NA;20;23,1842997931261;0,20706853571775
112;1999;1;5;5;"1";36;"LM";52,5;11,2;13,45;NA;NA;20;18,1346447623345;0,123485681170435
112;2004;2;5;5;"1";36;"LM";52,5;11,2;14;NA;NA;20;19,8214627619512;0,144851326809671
112;2009;3;5;5;"1";36;"LM";52,5;11,2;14,35;NA;NA;20;20,7945564029767;0,158931705041371
112;2014;4;5;5;"1";36;"LM";52,5;11,2;14,45;NA;NA;20;23,0591497157198;0,177131413584791
112;2019;5;5;5;"1";36;"LM";52,5;11,2;14,3;NA;NA;20;24,2642946649205;0,181776517897699
112;1999;1;5;4;"2";37;"KS";50,5;16,2;10,2;NA;NA;20;NA;NA
112;2004;2;5;4;"2";37;"KS";50,5;16,2;10,6;NA;NA;20;NA;NA
112;2009;3;5;4;"2";37;"KS";50,5;16,2;10,55;NA;NA;20;NA;NA
112;2014;4;5;4;"2";37;"KS";50,5;16,2;10,15;NA;NA;20;NA;NA
112;2019;5;5;4;"S";37;"KS";50,5;16,2;NA;NA;NA;20;NA;NA
112;1999;1;5;5;"1";38;"KS";67;17,3;16,8;NA;NA;20;20,6097175838859;0,21061178670664
112;2004;2;5;5;"1";38;"KS";67;17,3;19,2;NA;NA;20;22,6940975818681;0,301032104904009
112;2009;3;5;5;"1";38;"KS";67;17,3;21,35;NA;NA;20;24,0522201525526;0,392571513021369
112;2014;4;5;5;"1";38;"KS";67;17,3;23,25;NA;NA;20;27,5521747037132;0,529797896871694
112;2019;5;5;5;"1";38;"KS";67;17,3;26;NA;NA;20;29,7870416447212;0,711952984266145
112;1999;1;5;5;"1";39;"KS";69;17,2;19,4;NA;NA;20;21,5311744521801;0,291867151503402
112;2004;2;5;5;"1";39;"KS";69;17,2;21,2;NA;NA;20;23,3159231182542;0,375630224708675
112;2009;3;5;5;"1";39;"KS";69;17,2;23,15;NA;NA;20;24,5637716482315;0,469895969648932
112;2014;4;5;5;"1";39;"KS";69;17,2;24,75;NA;NA;20;28,3140006561905;0,615166184060215
112;2019;5;5;5;"1";39;"KS";69;17,2;26,8;NA;NA;20;30,1472953756972;0,764538006191929
112;1999;1;5;5;"1";40;"KS";66,5;13,2;19,55;23,1;NA;20;21,5783690160062;0,296964486363819
112;2004;2;5;5;"1";40;"KS";66,5;13,2;21,2;25,2;NA;20;23,3159231182542;0,375630224708675
112;2009;3;5;5;"1";40;"KS";66,5;13,2;23,45;26,1;NA;20;24,642731070784;0,483466797697916
112;2014;4;5;5;"1";40;"KS";66,5;13,2;24,1;27,9;NA;20;27,9919803441845;0,577357218483676
112;2019;5;5;5;"1";40;"KS";66,5;13,2;24,85;30;NA;20;29,2403040643391;0,639760974754075
112;1999;1;5;5;"1";41;"KS";72;11,6;15,35;NA;NA;20;19,9936056366987;0,171120254922465
112;2004;2;5;5;"1";41;"KS";72;11,6;16,85;NA;NA;20;21,8170116192948;0,224041556170501
112;2009;3;5;5;"1";41;"KS";72;11,6;18,35;NA;NA;20;23,0245359054697;0,279307119790962
112;2014;4;5;5;"1";41;"KS";72;11,6;19,1;NA;NA;20;25,0451390405509;0,328108711817852
112;2019;5;5;5;"1";41;"KS";72;11,6;19,1;NA;NA;20;25,8667852346045;0,338646853959783
112;1999;1;5;5;"1";42;"KS";70;9,2;13,25;21,9;NA;20;18,9287914803104;0,12130303358631
112;2004;2;5;5;"1";42;"KS";70;9,2;15,05;22,2;NA;20;21,0056628483762;0,172850369634108
112;2009;3;5;5;"1";42;"KS";70;9,2;16,45;23,7;NA;20;22,2256543097512;0,217652078684169
112;2014;4;5;5;"1";42;"KS";70;9,2;17,85;27,4;NA;20;24,1488092970009;0,27722220011905
112;2019;5;5;5;"1";42;"KS";70;9,2;19,45;27,5;NA;20;26,1090057253155;0,354139698673363
112;1999;1;5;3;"2";43;"SA";82,5;9,4;12,85;15,2;"50";20;NA;NA
112;2004;2;5;3;"2";43;"SA";82,5;9,4;13,1;15,6;"45";20;NA;NA
112;2009;3;5;3;"2";43;"SA";82,5;9,4;13,1;16,3;"45";20;NA;NA
112;2014;4;5;3;"S";43;"SA";82,5;9,4;NA;NA;NA;20;NA;NA
112;2019;5;5;3;"M";43;"SA";82,5;9,4;NA;NA;NA;20;NA;NA
112;1999;1;5;1;"2";44;"SA";84;9,3;8,6;14,2;"50";20;NA;NA
112;2004;2;5;1;"S";44;"SA";84;9,3;NA;NA;"45";20;NA;NA
112;2009;3;5;1;"S";44;"SA";84;9,3;NA;NA;"45";20;NA;NA
112;2014;4;5;1;"T";44;"SA";84;9,3;NA;NA;NA;20;NA;NA
112;2019;5;5;1;"M";44;"SA";84;9,3;NA;NA;NA;20;NA;NA
112;1999;1;5;1;"2";45;"SA";84;9,7;8,5;9,8;"50";20;NA;NA
112;2004;2;5;1;"S";45;"SA";84;9,7;NA;NA;"45";20;NA;NA
112;2009;3;5;1;"S";45;"SA";84;9,7;NA;NA;"45";20;NA;NA
112;2014;4;5;1;"T";45;"SA";84;9,7;NA;NA;NA;20;NA;NA
112;2019;5;5;1;"M";45;"SA";84;9,7;NA;NA;NA;20;NA;NA
112;1999;1;5;2;"2";46;"KS";88;6,1;11,1;18,9;NA;20;NA;NA
112;2004;2;5;2;"2";46;"KS";88;6,1;11,2;16,5;NA;20;NA;NA
112;2009;3;5;2;"T";46;"KS";88;6,1;NA;NA;NA;20;NA;NA
112;2014;4;5;2;"M";46;"KS";88;6,1;NA;NA;NA;20;NA;NA
112;2019;5;5;2;"M";46;"KS";88;6,1;NA;NA;NA;20;NA;NA
112;1999;1;5;3;"1";47;"KS";85;5,8;11,05;19,7;NA;20;17,5189626422233;0,0784449225430364
112;2004;2;5;3;"1";47;"KS";85;5,8;11,6;20,7;NA;20;18,960816283382;0,0935439053885857
112;2009;3;5;3;"1";47;"KS";85;5,8;11,65;21,8;NA;20;19,4080809222867;0,0965926816314309
112;2014;4;5;3;"T";47;"KS";85;5,8;NA;NA;NA;20;NA;NA
112;2019;5;5;3;"T";47;"KS";85;5,8;NA;3,1;NA;20;NA;NA
112;1999;1;5;3;"2";48;"SA";86;3,4;10,8;15,3;NA;20;NA;NA
112;2004;2;5;3;"2";48;"SA";86;3,4;11,55;15,5;NA;20;NA;NA
112;2009;3;5;3;"2";48;"SA";86;3,4;12,05;16,3;NA;20;NA;NA
112;2014;4;5;3;"M";48;"SA";86;3,4;NA;NA;NA;20;NA;NA
112;2019;5;5;3;"M";48;"SA";86;3,4;NA;NA;NA;20;NA;NA
112;1999;1;5;5;"1";49;"LM";96,5;6,3;14,15;20;NA;20;18,3776777481367;0,13821628935342
112;2004;2;5;5;"1";49;"LM";96,5;6,3;15;21;NA;20;20,1229759762484;0,168527345661332
112;2009;3;5;5;"1";49;"LM";96,5;6,3;16;22,1;NA;20;21,2866143741552;0,201866712830121
112;2014;4;5;5;"1";49;"LM";96,5;6,3;16,65;23,9;NA;20;24,0040610069401;0,244397128647216
112;2019;5;5;5;"1";49;"LM";96,5;6,3;17,1;26,5;NA;20;26,1707343412475;0,279586362959516
112;1999;1;5;5;"2";50;"KU";96,5;7,9;12,6;12,5;"10";20;NA;NA
112;2004;2;5;5;"2";50;"KU";96,5;7,9;15,25;13,3;"10T";20;NA;NA
112;2009;3;5;5;"2";50;"KU";96,5;7,9;16,05;13,8;"10T";20;NA;NA
112;2014;4;5;5;"2";50;"KU";96,5;7,9;17,85;NA;"10T";20;NA;NA
112;2019;5;5;5;"2";50;"KU";96,5;7,9;19,45;NA;"10T";20;NA;NA
112;1999;1;5;5;"1";51;"LM";106,5;8,3;17,55;19,2;NA;20;19,324588544852;0,222129835337871
112;2004;2;5;5;"1";51;"LM";106,5;8,3;18,4;21;NA;20;20,9339523572866;0,262896939327862
112;2009;3;5;5;"1";51;"LM";106,5;8,3;18,9;22,8;NA;20;21,969379447561;0,290164510370518
112;2014;4;5;5;"1";51;"LM";106,5;8,3;19,7;24,4;NA;20;25,0218942958354;0,356362348747577
112;2019;5;5;5;"1";51;"LM";106,5;8,3;19,95;26,8;NA;20;27,6968609447734;0,402457903116483
112;1999;1;5;5;"1";52;"KS";94;11,5;28,45;NA;NA;20;23,6176447579075;0,679507950205015
112;2004;2;5;5;"1";52;"KS";94;11,5;31,05;NA;NA;20;25,3646576608953;0,864980298135252
112;2009;3;5;5;"1";52;"KS";94;11,5;33,4;NA;NA;20;26,5607575184776;1,04431213341674
112;2014;4;5;5;"1";52;"KS";94;11,5;37,1;NA;NA;20;32,751708172431;1,57218226363565
112;2019;5;5;5;"1";52;"KS";94;11,5;38,95;NA;NA;20;34,167465688789;1,80284203591868
112;1999;1;5;4;"1";53;"KS";77;16,7;12;NA;NA;20;18,1716500758298;0,0957833943806433
112;2004;2;5;4;"1";53;"KS";77;16,7;12,95;NA;NA;20;19,8538125301203;0,12163884097917
112;2009;3;5;4;"1";53;"KS";77;16,7;13,2;NA;NA;20;20,4771632017383;0,130263762720357
112;2014;4;5;4;"1";53;"KS";77;16,7;13,3;NA;NA;20;20,1293352682254;0,129960354154845
112;2019;5;5;4;"T";53;"KS";77;16,7;NA;5,8;NA;20;NA;NA
112;1999;1;5;5;"1";54;"KS";81,5;18,2;16,75;NA;NA;20;20,5898370233179;0,209180641510086
112;2004;2;5;5;"1";54;"KS";81,5;18,2;19,35;NA;NA;20;22,7443035049486;0,306337392097094
112;2009;3;5;5;"1";54;"KS";81,5;18,2;21,25;NA;NA;20;24,0217429335749;0,388481763619632
112;2014;4;5;5;"1";54;"KS";81,5;18,2;23,7;NA;NA;20;27,7877316436709;0,55471068712242
112;2019;5;5;5;"1";54;"KS";81,5;18,2;24,8;NA;NA;20;29,2157173200925;0,636713040736653
112;1999;1;5;5;"1";55;"KS";89;16,9;16,75;18,2;NA;20;20,5898370233179;0,209180641510086
112;2004;2;5;5;"1";55;"KS";89;16,9;17,65;19,7;NA;20;22,13612506655;0,248958687782969
112;2009;3;5;5;"1";55;"KS";89;16,9;19,05;20,3;NA;20;23,2872024787038;0,303991443979338
112;2014;4;5;5;"1";55;"KS";89;16,9;19,7;24,6;NA;20;25,4496151806798;0,354149395241855
112;2019;5;5;5;"1";55;"KS";89;16,9;19,75;26,9;NA;20;26,3122097793344;0,367710371834962
112;1999;1;5;5;"1";56;"KS";102,5;16,1;27,55;NA;"6";20;23,4624312061617;0,633657847705942
112;2004;2;5;5;"1";56;"KS";102,5;16,1;30,2;NA;"6";20;25,2334830503401;0,814752836718368
112;2009;3;5;5;"1";56;"KS";102,5;16,1;32,9;NA;"6";20;26,4885001631754;1,0109953410325
112;2014;4;5;5;"1";56;"KS";102,5;16,1;36,5;NA;"6";20;32,5906051304345;1,51516701537556
112;2019;5;5;5;"1";56;"KS";102,5;16,1;39,75;NA;"6";20;34,3627971947815;1,88703995933137
112;1999;1;5;5;"1";57;"KS";96,5;18,7;14,45;NA;NA;20;19,565189184781;0,148702391959564
112;2004;2;5;5;"1";57;"KS";96,5;18,7;15,4;NA;NA;20;21,174647598895;0,182276240287458
112;2009;3;5;5;"1";57;"KS";96,5;18,7;16,05;NA;NA;20;22,0392353688403;0,205666672532094
112;2014;4;5;5;"1";57;"KS";96,5;18,7;16,65;NA;NA;20;23,2131539083548;0,232629321755248
112;2019;5;5;5;"1";57;"KS";96,5;18,7;16,5;NA;NA;20;23,874559186494;0,234955804601446
112;1999;1;5;5;"1";58;"KS";104;18,9;14,85;NA;NA;20;19,7603638785291;0,158468019586241
112;2004;2;5;5;"1";58;"KS";104;18,9;16,45;NA;NA;20;21,6484980868451;0,212082935721997
112;2009;3;5;5;"1";58;"KS";104;18,9;18,25;NA;NA;20;22,98572629607;0,275867391626781
112;2014;4;5;5;"1";58;"KS";104;18,9;19,9;NA;NA;20;25,58095867619;0,363063075334604
112;2019;5;5;5;"1";58;"KS";104;18,9;21,2;NA;NA;20;27,2405263462837;0,43709894557912
112;1999;1;5;5;"1";59;"LM";109;19,6;17,2;NA;NA;20;19,2417237759181;0,212543262522837
112;2004;2;5;5;"1";59;"LM";109;19,6;17,55;NA;NA;20;20,7568093778842;0,237292904671064
112;2009;3;5;5;"1";59;"LM";109;19,6;18,05;NA;NA;20;21,7890335582039;0,26258745405647
112;2014;4;5;5;"1";59;"LM";109;19,6;18,3;NA;NA;20;24,5895652709155;0,302264541432583
112;2019;5;5;5;"1";59;"LM";109;19,6;17,8;NA;NA;20;26,5788505865564;0,307577104550205
112;1999;1;5;5;"1";60;"LM";110;19,8;14,35;18,1;NA;20;18,4435540328692;0,142584437518052
112;2004;2;5;5;"1";60;"LM";110;19,8;15,5;20,4;NA;20;20,261289427024;0,18106016647483
112;2009;3;5;5;"1";60;"LM";110;19,8;16,75;20,6;NA;20;21,4827092703374;0,22313270034719
112;2014;4;5;5;"1";60;"LM";110;19,8;16,95;NA;NA;20;24,1174338427802;0,254444926108318
112;2019;5;5;5;"1";60;"LM";110;19,8;17,1;NA;NA;20;26,1707343412475;0,279586362959516
112;1999;1;5;4;"2";61;"KS";106;16;11,05;NA;NA;20;NA;NA
112;2004;2;5;4;"2";61;"KS";106;16;11,5;NA;NA;20;NA;NA
112;2009;3;5;4;"2";61;"KS";106;16;11,85;NA;NA;20;NA;NA
112;2014;4;5;4;"2";61;"KS";106;16;12,05;NA;NA;20;NA;NA
112;2019;5;5;4;"T";61;"KS";106;16;NA;5,4;NA;20;NA;NA
112;1999;1;5;5;"1";62;"KS";110;15,1;11,8;NA;NA;20;18,0402405226867;0,091985794677085
112;2004;2;5;5;"1";62;"KS";110;15,1;12,1;NA;NA;20;19,3077836419479;0,103509907723645
112;2009;3;5;5;"1";62;"KS";110;15,1;12,25;NA;NA;20;19,8441001495322;0,109015116099426
112;2014;4;5;5;"1";62;"KS";110;15,1;12,4;NA;NA;20;19,159430117851;0,107771544331302
112;2019;5;5;5;"1";62;"KS";110;15,1;12,3;NA;NA;20;19,7416748891424;0,109318379747071
112;1999;1;5;5;"1";63;"KS";123;13;19,55;NA;NA;20;21,5783690160062;0,296964486363819
112;2004;2;5;5;"1";63;"KS";123;13;21,85;NA;NA;20;23,4979219020886;0,401672712463823
112;2009;3;5;5;"1";63;"KS";123;13;24,65;NA;NA;20;24,9425622123356;0,53970344057673
112;2014;4;5;5;"1";63;"KS";123;13;26,95;NA;NA;20;29,3207849233568;0,752416326943782
112;2019;5;5;5;"1";63;"KS";123;13;29,35;NA;NA;20;31,197895574983;0,945126668444553
112;1999;1;5;5;"1";64;"KS";130;15,5;22,15;NA;NA;20;22,3132270823909;0,39242373641722
112;2004;2;5;5;"1";64;"KS";130;15,5;24,9;NA;NA;20;24,2453684212718;0,535660338082711
112;2009;3;5;5;"1";64;"KS";130;15,5;28,4;NA;NA;20;25,7403177262923;0,735595661704965
112;2014;4;5;5;"1";64;"KS";130;15,5;30,85;NA;NA;20;30,840664908256;1,03105269339216
112;2019;5;5;5;"1";64;"KS";130;15,5;31,9;NA;NA;20;32,1203194782865;1,14550906538528
112;1999;1;5;5;"1";65;"KS";125;17,5;19,3;20,7;NA;20;21,4993866698788;0,288493760892433
112;2004;2;5;5;"1";65;"KS";125;17,5;21,65;23;NA;20;23,4428757655414;0,393565658353885
112;2009;3;5;5;"1";65;"KS";125;17,5;24,2;24,3;NA;20;24,8330194038268;0,518248412271163
112;2014;4;5;5;"1";65;"KS";125;17,5;27,1;26,3;NA;20;29,3851199834451;0,762296919351207
112;2019;5;5;5;"1";65;"KS";125;17,5;29,45;31,5;NA;20;31,2363242271364;0,952611584851115
112;1999;1;5;5;"1";66;"KS";133;11,6;16,05;NA;NA;20;20,3016081445719;0,189664994393413
112;2004;2;5;5;"1";66;"KS";133;11,6;17,75;NA;NA;20;22,1744298696805;0,252167101716298
112;2009;3;5;5;"1";66;"KS";133;11,6;19,6;NA;NA;20;23,4831305285345;0,324130748708708
112;2014;4;5;5;"1";66;"KS";133;11,6;21,35;NA;NA;20;26,4845781238654;0,431187249897437
112;2019;5;5;5;"1";66;"KS";133;11,6;22,65;NA;NA;20;28,0878462481162;0,512799773868543
112;1999;1;5;4;"1";67;"KS";124;11,2;11,85;NA;NA;20;18,0733793851134;0,0929278188942347
112;2004;2;5;4;"1";67;"KS";124;11,2;12,1;NA;NA;20;19,3077836419479;0,103509907723645
112;2009;3;5;4;"1";67;"KS";124;11,2;12,6;NA;NA;20;20,0850899295192;0,116618070245097
112;2014;4;5;4;"1";67;"KS";124;11,2;12,85;NA;NA;20;19,6528235275465;0,118584155272324
112;2019;5;5;4;"T";67;"KS";124;11,2;NA;7,2;NA;20;NA;NA
112;1999;1;5;3;"2";68;"SA";129;9,5;9,55;12,7;"50";20;NA;NA
112;2004;2;5;3;"2";68;"SA";129;9,5;10,65;13,2;"45";20;NA;NA
112;2009;3;5;3;"2";68;"SA";129;9,5;10,7;13,7;"45";20;NA;NA
112;2014;4;5;3;"M";68;"SA";129;9,5;NA;NA;NA;20;NA;NA
